Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1,10,2,54,47,2,1,1,60,105,3000,0,850,911
1,13,5,48,31,2,1,1,75,80,0,0,1000,1575
1,12,2,18,31,2,2,1,60,153,4500,400,600,1850
1,7,2,36,29,2,1,1,60,121,3000,0,650,915
2,3,1,48,25,2,2,3,35,0,0,0,1300,1361
1,1,2,60,44,2,1,3,90,905,20000,15000,1200,1381
1,7,3,60,24,1,1,1,35,187,4000,2400,1400,1480
2,1,5,60,20,1,1,3,35,113,13000,0,1500,2179
1,8,3,48,31,2,1,1,60,122,4000,0,1400,1732
1,20,2,36,43,2,1,1,60,80,3000,0,600,675
1,12,5,48,38,4,1,1,35,154,0,0,1300,2094
2,4,1,48,29,2,2,1,42,73,0,0,579,1097
2,6,1,60,41,5,2,1,55,97,7000,5000,1900,2260
1,5,2,36,45,2,1,1,75,167,7000,2300,400,800
1,5,1,24,41,2,1,3,44,90,8000,0,600,1218
2,3,2,36,35,2,2,2,60,144,3000,0,475,690
1,18,2,60,35,2,1,1,45,92,4000,0,950,1250
2,0,2,60,34,2,1,2,75,65,5000,0,1000,1142
1,16,2,60,39,2,1,1,60,148,3500,0,750,1346
1,4,2,48,36,2,1,1,60,133,4000,0,1000,1595
1,20,2,60,46,2,1,1,35,140,9000,0,800,1300
2,0,2,60,30,2,1,4,60,78,3500,0,1250,1365
2,4,1,60,38,2,2,1,118,130,0,0,900,1086
2,15,3,48,49,2,2,1,60,112,2000,1000,900,960
1,30,3,36,66,1,1,1,35,111,3500,0,800,1251
2,0,2,48,49,2,1,2,45,75,2000,0,900,1200
1,4,1,54,27,2,1,1,74,139,0,0,900,1132
1,12,2,48,35,4,1,3,45,500,200000,0,2380,4786
2,5,1,60,24,2,1,1,56,111,0,0,1000,1570
1,1,2,48,45,2,1,3,90,250,4000,0,1700,1800
1,15,3,60,30,2,1,1,60,140,4000,1680,400,1320
2,2,1,24,23,1,2,3,75,400,0,0,750,900
2,1,5,60,34,2,1,1,75,190,0,0,700,719
1,15,2,60,50,2,1,1,35,91,3000,0,1150,1200
1,2,1,60,49,2,1,1,51,155,0,0,1500,1550
1,4,2,24,31,2,1,1,60,256,3000,0,600,1571
1,25,6,18,43,2,1,1,75,85,700,0,400,1205
1,13,2,60,38,2,1,1,75,220,6500,3600,1000,1195
2,2,2,60,38,2,2,1,75,74,3500,500,1700,1888
2,0,2,48,26,2,1,3,45,0,16000,3648,400,1751
1,19,2,12,42,2,1,1,90,464,5000,0,1100,2413
2,5,1,60,37,2,1,1,77,318,5000,0,1750,2953
1,13,5,36,38,4,1,1,45,128,0,0,525,625
1,0,1,60,30,2,1,1,68,80,0,0,1000,1330
1,25,3,48,55,2,1,1,60,169,4000,0,1000,1459
1,10,1,48,56,2,1,3,86,112,0,0,1000,1000
1,24,2,60,42,2,1,1,75,137,4000,0,900,1167
1,3,2,36,35,2,1,1,75,84,3000,144,475,800
1,24,2,48,48,2,1,1,75,90,3000,0,400,975
1,1,2,36,30,2,1,3,75,0,6000,0,700,850
2,0,1,60,33,2,1,2,54,85,0,0,1300,1797
1,14,2,18,29,2,1,1,35,165,6000,2500,600,1370
1,8,5,36,26,1,1,3,35,0,9000,2500,450,680
1,0,2,48,24,2,1,2,35,150,5000,3130,1000,1404
1,11,1,24,27,2,1,2,72,120,0,0,900,1395
1,7,5,60,25,1,1,1,35,58,28000,0,1100,1338
1,9,6,60,31,2,1,1,60,130,0,0,1500,1700
1,2,2,36,43,2,2,3,90,180,8000,560,700,1300
1,8,6,60,28,2,1,1,45,200,0,0,700,1529
2,2,2,36,20,1,1,3,35,0,80000,30000,750,1350
2,33,1,60,53,2,1,1,46,106,0,0,850,1371
1,30,6,48,52,2,1,3,90,300,12000,0,1700,1734
1,4,6,48,20,1,1,1,35,245,0,0,1126,1631
1,3,2,36,32,2,1,3,60,0,8000,12,1600,1600
2,2,1,24,59,2,1,1,110,50,0,0,200,425
1,4,2,60,25,1,1,3,35,100,25000,0,2250,2270
1,6,2,6,50,2,2,3,75,100,30000,0,600,1282
1,1,2,48,35,2,1,3,90,174,11900,0,900,1220
1,4,2,24,26,2,1,1,45,115,4000,0,500,1400
1,15,1,48,33,2,1,1,78,179,0,0,1150,1661
2,4,6,36,54,2,1,3,60,0,0,0,250,350
2,1,5,60,23,1,1,1,35,100,0,0,1600,1642
2,17,3,60,48,2,2,3,60,69,7000,0,1400,1813
1,2,5,60,25,1,1,1,35,110,0,0,860,959
2,2,2,60,32,2,2,1,60,260,2500,450,1800,2400
1,25,2,60,42,2,1,1,60,133,9500,0,1500,1617
1,10,2,48,36,2,2,3,75,214,10000,0,1143,1143
1,42,2,60,60,2,1,1,45,232,5000,0,1130,1275
1,12,3,36,51,2,1,1,45,130,4000,0,1200,1400
1,0,5,24,41,2,1,1,60,105,3500,0,450,600
2,16,2,60,42,2,1,1,75,81,3500,0,870,873
2,10,1,48,40,2,1,2,66,60,0,0,500,820
1,2,1,36,24,2,1,1,71,113,0,0,700,1338
2,10,2,60,49,3,1,1,35,160,3000,0,1650,1659
1,38,1,60,57,2,1,1,56,210,0,0,1350,1520
1,3,1,60,30,2,1,1,77,169,0,0,1500,2037
1,3,2,24,64,2,1,4,45,172,8000,0,400,1115
1,7,1,60,24,1,1,1,44,93,0,0,1100,1519
1,6,5,18,27,1,1,3,35,140,0,0,600,2724
1,5,5,60,28,2,1,1,60,195,1800,0,1000,1527
1,4,5,36,29,1,1,1,35,47,0,0,400,450
1,4,5,60,26,2,1,1,45,64,0,0,1150,1294
1,1,2,48,28,2,1,2,45,123,4000,1978,1100,1556
1,1,2,48,27,2,1,1,45,90,5000,0,350,1680
1,28,2,36,49,2,1,1,45,90,27000,0,600,1690
2,1,1,36,44,2,2,1,54,90,0,0,1500,2100
2,1,5,36,22,1,1,1,35,80,8000,0,490,690
1,2,1,36,31,2,1,3,46,111,0,0,1000,1800
1,0,5,24,29,1,1,4,35,0,0,0,600,1243
2,43,2,60,57,2,2,1,45,283,8000,0,900,1168
1,10,1,48,33,2,1,1,100,103,0,0,950,1541
1,0,2,36,25,2,1,1,45,121,3144,1751,225,375
1,15,2,48,43,2,1,3,60,100,18000,0,2500,2976
1,12,2,60,54,2,2,1,75,231,15000,0,1950,2500
2,1,5,48,28,1,1,1,35,83,0,0,1000,1320
1,13,2,48,33,2,1,1,75,191,8000,2000,1400,1602
2,3,3,60,34,2,2,1,75,200,2500,0,1350,1589
1,3,2,60,41,2,1,3,60,142,14000,0,1889,1889
1,10,1,30,51,2,1,1,60,150,0,0,1300,1378
2,4,5,48,40,2,1,3,90,20,0,0,1850,2143
2,0,1,48,35,2,1,2,106,160,0,0,930,930
1,2,2,60,25,2,1,1,75,140,3000,0,950,1179
1,5,1,36,45,2,1,4,90,150,10000,0,1100,1556
1,1,1,36,46,2,1,1,57,119,0,0,600,800
1,25,2,36,54,2,2,3,45,285,7000,0,900,1383
1,12,5,60,35,2,1,1,60,115,0,0,1000,1127
1,9,1,60,25,2,1,1,50,145,0,0,1100,1250
2,2,1,48,23,1,1,2,51,158,0,0,1300,1700
1,16,6,30,44,2,1,3,35,107,8000,0,1300,1634
1,15,1,60,39,2,1,3,60,145,5000,0,1300,1625
1,0,2,60,57,2,1,3,45,200,3500,0,950,1070
1,3,1,48,35,4,1,1,59,240,0,0,1300,1627
1,8,5,60,26,1,1,3,35,75,7000,0,850,989
1,9,2,48,38,2,1,1,75,360,8000,4000,1700,1713
1,15,2,36,42,1,1,1,35,90,5000,3000,1000,1243
1,6,2,36,36,2,1,1,60,73,3500,0,475,675
1,2,2,60,33,2,1,1,75,160,6000,0,1000,1365
1,3,1,36,30,2,2,3,59,140,0,0,1300,2115
1,23,1,48,57,1,2,1,49,142,0,0,1300,1450
2,8,1,60,28,2,1,1,53,177,0,0,1900,2530
2,2,5,48,20,1,1,1,35,136,0,0,900,1022
2,2,5,36,24,1,1,1,35,90,0,0,1000,1150
2,0,2,60,39,2,2,3,45,0,10000,0,1500,1699
1,1,2,60,31,2,1,2,45,160,4000,300,1200,1265
1,3,2,60,27,2,1,1,35,120,4000,1500,1800,2090
2,0,6,36,41,2,2,3,35,0,0,0,1000,1600
2,0,6,60,33,2,2,2,75,0,0,0,2000,3467
1,13,6,60,40,2,1,1,60,140,0,0,700,1465
1,20,2,36,36,2,1,1,90,464,5000,0,2000,2168
1,1,6,36,28,1,1,3,35,100,0,0,1950,2074
2,3,5,60,32,1,1,1,35,122,0,0,2000,2050
2,4,3,60,23,2,2,1,75,100,8000,1000,800,949
1,27,2,60,53,2,1,1,60,125,10000,0,1426,1426
1,29,2,48,60,2,1,1,35,152,3500,0,1050,1550
2,17,2,60,46,2,2,1,75,80,3000,0,900,1286
1,18,2,60,34,2,1,1,35,168,12000,0,800,1103
2,0,3,48,46,2,1,2,75,125,8500,0,1575,1702
2,2,5,48,33,1,2,2,35,82,0,0,1050,1332
1,13,3,60,40,2,1,1,60,100,3500,540,970,1270
1,2,1,60,32,2,1,2,87,115,2000,0,1250,1517
1,30,2,60,54,2,1,1,60,150,15000,0,1000,1388
2,14,3,60,33,2,2,1,90,77,3400,0,1500,1813
1,6,2,48,34,2,1,3,60,125,4000,0,1150,1577
1,0,2,60,25,2,1,3,45,0,2500,0,1500,1812
1,19,2,60,56,2,1,1,45,169,7000,0,1400,1714
2,0,1,60,38,2,2,2,75,0,0,0,1000,1235
2,0,6,60,23,1,1,2,35,0,0,0,1000,1084
2,2,3,60,22,2,1,2,35,60,2800,0,1300,1422
2,15,2,36,56,2,2,3,35,90,16000,0,800,1300
2,14,1,36,43,2,2,1,96,212,0,0,600,750
1,8,3,36,33,2,1,3,45,0,5100,0,600,1124
1,20,2,60,51,2,1,1,75,117,2000,0,1000,1365
1,0,6,60,30,1,1,2,35,61,0,0,500,1081
1,20,2,60,51,2,1,1,45,107,2000,0,1000,1536
1,3,5,60,26,1,1,1,45,235,0,0,800,840
1,22,2,48,39,1,1,1,35,83,2500,0,650,1265
1,5,3,60,24,1,1,1,35,145,4000,0,1000,1346
2,0,5,60,38,2,1,2,90,86,5000,0,1600,1682
2,6,1,48,37,2,1,1,77,170,0,0,887,887
2,2,1,36,32,2,1,1,51,58,0,0,500,615
1,19,2,36,52,2,1,3,45,150,15000,0,1420,2220
1,8,5,60,24,1,1,3,35,0,0,0,900,996
1,5,1,60,37,2,1,1,93,176,0,0,1800,2450
2,7,2,60,38,2,2,3,60,40,6000,0,1500,1610
2,12,1,60,37,2,1,3,84,92,0,0,1300,1850
1,7,5,6,28,1,1,1,35,93,99999999,0,600,1827
2,6,5,60,38,2,1,1,45,75,0,0,1175,1800
1,9,2,60,47,2,1,1,60,55,9500,0,600,1164
2,3,2,36,38,2,1,3,90,300,3000,0,1200,1881
2,1,1,48,58,2,1,3,108,180,12000,8000,1000,1668
1,12,2,60,50,2,1,1,45,190,9500,200,1800,2624
2,1,2,60,24,2,1,1,45,199,6500,3000,1400,1702
1,9,1,48,32,2,2,1,87,270,0,0,1000,1640
1,16,2,60,48,2,1,3,45,273,7000,0,2000,2529
2,5,5,24,28,1,2,3,35,0,0,0,400,640
1,20,2,60,40,2,1,1,45,240,8000,0,900,950
1,5,1,48,28,2,1,1,63,183,0,0,1100,1615
1,15,6,24,40,2,1,1,75,98,0,0,500,1100
1,0,5,24,26,1,1,2,35,69,0,0,107,125
2,0,2,6,33,1,2,2,45,240,4500,0,675,1146
2,1,5,60,35,1,1,1,35,75,0,0,1340,1350
1,3,2,48,28,2,1,1,35,177,4000,3000,1150,1638
1,3,5,48,28,2,1,1,45,173,0,0,1000,2057
1,3,2,36,47,2,1,3,60,106,10000,0,800,1649
1,15,2,60,32,2,1,1,45,108,4500,0,1100,1213
1,5,2,48,21,2,1,1,45,100,3000,0,800,1310
1,35,2,60,52,2,1,3,45,90,14000,0,2900,4600
1,11,2,60,28,2,1,1,35,82,1500,0,1090,1491
2,0,5,60,24,1,1,1,35,53,0,0,1200,1497
2,5,2,60,39,2,2,3,90,152,6000,0,1250,1600
1,16,2,60,51,2,1,1,60,155,4000,0,900,925
1,5,1,36,63,2,1,4,50,54,3000,0,550,700
2,7,2,60,28,2,2,1,60,148,8000,0,920,1021
2,0,1,60,36,2,2,1,85,100,0,0,1100,1256
1,3,1,60,42,2,1,1,105,150,25000,0,1000,1338
1,2,5,48,22,1,1,1,35,185,0,0,1000,2130
1,7,1,36,44,2,1,1,85,101,6000,0,400,400
1,31,2,48,45,2,1,1,45,181,3500,270,900,1522
1,14,2,36,39,2,1,1,75,200,5000,0,1000,1155
1,3,1,60,29,2,2,1,55,100,0,0,930,1007
2,1,2,60,53,2,1,3,35,140,8000,0,1600,2222
1,0,2,60,47,2,1,3,45,56,6000,0,1345,1345
1,1,2,60,27,2,1,1,60,93,4000,0,1000,1207
1,20,2,24,51,2,1,1,45,185,10000,0,600,750
1,20,2,60,40,5,1,3,60,150,5500,0,1400,1928
1,21,2,60,40,2,2,1,60,144,6500,0,2000,2230
1,0,2,60,24,1,1,4,35,82,10000,0,1600,1680
1,15,5,60,34,2,1,1,75,182,3000,0,1500,1889
1,0,1,48,35,2,1,1,66,206,0,0,1500,1683
1,2,2,60,34,2,1,1,60,176,4000,450,1800,2271
1,7,5,30,29,1,1,1,35,250,3500,0,500,1634
1,4,2,60,27,2,1,3,60,225,14500,1200,700,2273
1,12,1,36,35,2,2,3,82,74,8000,0,475,550
2,3,2,36,28,2,1,2,35,100,3000,0,1000,1851
1,13,1,36,36,2,2,1,88,130,0,0,400,1608
1,5,2,48,43,2,1,3,45,145,5000,0,680,1350
2,2,2,60,32,2,1,1,60,182,3000,350,1300,1662
2,14,1,48,33,2,1,1,65,45,0,0,1300,1695
2,1,1,60,33,2,1,1,91,161,0,0,1700,1770
1,25,3,60,58,2,1,1,35,164,5000,1000,1500,2000
2,0,1,48,46,2,1,2,72,116,0,0,860,965
1,10,2,48,33,2,1,1,45,110,5000,0,1000,1160
1,3,2,36,49,2,1,3,45,64,4000,0,400,773
1,2,1,36,32,2,1,1,67,224,0,0,750,900
1,25,2,60,53,5,2,1,35,0,40000,500,1200,1550
1,0,3,36,60,2,1,1,60,140,3000,0,1000,2050
1,17,2,60,47,2,1,1,60,92,4500,0,1100,1194
1,5,1,12,35,2,2,3,96,210,0,0,300,700
1,12,2,60,50,2,1,1,60,100,8000,0,1050,1657
1,2,5,48,30,2,1,1,60,180,0,0,1350,1770
2,10,2,48,35,2,1,1,45,63,5000,350,1000,1580
2,1,6,60,32,2,2,2,35,114,4000,500,1150,1661
2,1,6,42,24,1,2,1,35,60,0,0,1200,1616
2,0,1,48,23,1,1,2,42,72,0,0,700,875
2,1,2,60,40,2,2,1,60,155,2500,0,1650,1650
1,0,5,60,30,2,1,1,60,128,0,0,900,975
1,14,2,60,43,2,1,1,60,120,5000,0,1250,1557
1,12,2,48,49,2,1,2,45,80,4000,0,800,1228
2,4,6,12,30,1,1,3,35,0,0,0,350,999
1,6,4,24,37,2,1,1,75,466,10000,800,1678,1678
1,0,2,18,26,1,1,4,35,85,7500,2600,600,1290
1,32,2,60,53,2,1,1,60,157,5000,0,2000,2014
1,6,1,60,40,2,1,1,54,92,0,0,1000,1155
2,0,1,48,30,2,1,2,60,150,0,0,1300,1582
1,14,1,48,32,2,1,1,72,115,0,0,350,410
1,4,5,48,29,2,1,1,45,194,0,0,1200,1374
1,15,2,60,37,2,1,1,60,318,7000,0,1900,2400
1,9,1,60,40,1,1,1,44,91,0,0,1000,1132
1,2,1,36,45,1,1,1,45,99,0,0,350,555
1,10,2,60,33,2,1,3,45,150,13000,0,1500,2738
1,7,2,24,41,2,1,3,45,0,6000,0,1200,2676
1,11,2,60,30,2,2,1,35,110,4000,62,1100,1347
1,10,5,60,28,1,1,1,35,70,3500,0,1300,1743
1,6,2,60,63,3,1,4,35,54,13000,0,1000,1063
1,3,2,24,32,2,1,1,60,196,5000,300,800,1606
1,2,1,60,33,2,1,1,73,130,0,0,1100,1610
2,3,1,60,31,2,1,1,101,110,0,0,1150,1152
1,14,2,36,34,2,1,1,60,143,5000,0,1400,1939
2,1,1,36,24,2,1,2,41,56,0,0,500,585
1,23,2,48,45,2,1,1,90,298,10000,3500,500,1111
2,13,6,36,35,2,1,1,75,70,0,0,450,450
1,0,5,48,26,1,1,1,35,75,0,0,850,1400
2,2,6,60,21,1,1,1,35,86,0,0,1400,1600
1,10,1,60,28,1,1,1,47,120,0,0,600,1054
1,12,2,36,45,2,1,1,90,90,30000,0,750,1374
1,0,2,36,37,2,1,3,75,150,7000,1500,500,720
1,6,5,18,25,2,1,1,45,164,0,0,1250,1890
1,3,5,60,30,1,1,1,35,86,0,0,750,829
1,3,1,48,60,3,1,3,54,186,0,0,850,1036
1,25,2,60,53,2,2,1,35,116,3000,42,1450,1524
1,3,5,36,22,1,1,1,35,65,0,0,1000,1629
1,11,2,60,41,2,1,1,60,313,7500,2000,2180,2654
2,0,6,30,21,1,1,2,35,162,0,0,400,400
1,6,1,60,29,1,1,1,45,95,2500,0,1250,1490
1,6,1,60,25,2,1,1,55,100,0,0,1000,11140
1,30,2,36,52,2,1,1,60,190,5000,0,800,950
1,16,2,36,57,2,1,1,60,154,4000,130,700,1090
2,4,5,36,22,1,1,1,35,58,1000,0,400,525
1,0,5,36,23,1,1,1,35,70,0,0,900,1210
2,0,6,36,26,1,2,2,35,0,0,0,550,600
1,2,2,36,40,2,1,3,105,144,6000,0,2000,2532
1,5,6,36,54,2,1,1,45,300,0,0,800,1180
2,0,2,36,35,2,2,1,105,122,5200,2000,850,850
2,0,6,60,42,2,1,3,45,0,0,0,2700,3700
1,13,2,36,40,2,1,1,45,193,3000,0,700,1000
2,10,1,48,36,2,2,3,100,247,0,0,1500,1810
1,2,3,60,21,1,1,3,35,170,4000,0,1000,1522
2,0,2,60,49,2,1,3,60,189,3500,0,1600,1815
2,4,1,48,43,2,2,3,45,0,10000,0,1200,1518
1,1,5,60,22,1,1,1,35,109,0,0,1000,1466
1,12,3,60,47,2,1,1,60,243,8500,0,1850,1890
1,3,2,54,33,2,1,1,75,366,7000,0,500,1116
1,17,2,36,31,2,1,1,75,128,7000,4800,700,1400
1,32,2,36,53,2,1,1,35,100,4000,0,475,550
1,30,4,60,55,2,1,3,45,81,19000,0,900,1560
1,15,6,36,41,2,1,1,45,195,0,0,525,600
1,19,2,60,35,2,1,1,75,185,4000,0,1100,1203
1,3,5,18,42,2,1,3,75,276,1500,0,750,1758
2,8,6,36,30,2,2,3,75,100,4000,1365,1220,1745
1,2,1,60,36,1,1,1,52,170,0,0,1300,1400
1,9,2,60,47,2,1,3,75,178,50000,0,1850,1852
1,8,1,48,26,2,1,3,82,219,0,0,1400,1635
2,0,6,60,43,2,1,3,75,144,7600,0,1465,1544
1,1,3,36,28,2,1,1,60,110,4500,0,350,450
1,3,1,60,40,2,1,1,84,86,0,0,1000,1197
1,12,2,60,45,2,1,3,35,75,4000,0,1000,1100
1,17,2,24,53,2,1,1,75,132,4000,0,400,1195
1,17,2,48,42,2,1,3,75,250,7000,1000,1600,2078
1,4,1,60,25,2,1,1,56,112,0,0,1250,1399
1,2,2,60,47,2,1,1,90,86,4500,0,1200,1497
1,26,2,60,55,2,1,1,60,110,10000,0,1500,1527
2,0,6,60,42,2,2,1,165,0,0,0,1300,1750
1,6,2,48,51,2,1,3,45,106,12000,0,1035,1410
1,5,1,36,31,2,1,3,46,109,0,0,400,750
1,3,1,24,32,2,1,1,61,160,0,0,400,450
1,2,5,60,22,1,1,1,35,151,0,0,1100,1481
1,1,5,24,22,1,1,1,35,415,0,0,700,1757
1,4,2,60,23,2,1,1,35,160,6500,3700,1500,1661
2,0,6,60,40,2,2,1,75,260,2500,0,1500,1607
2,3,2,48,38,2,2,1,45,125,5000,0,1285,1311
2,6,5,36,28,2,1,1,75,83,7000,0,675,775
1,25,2,36,50,2,1,3,60,0,25000,3000,2300,3295
1,20,2,24,53,2,1,3,45,200,100000,0,1000,1419
1,17,1,24,50,2,1,3,68,79,1000,0,1000,3782
2,1,1,48,26,1,1,1,45,100,0,0,1400,1968
1,13,2,60,34,2,1,1,45,186,3000,0,1900,2600
2,0,5,48,25,2,1,1,60,247,0,0,1900,1900
1,0,3,60,35,2,1,2,45,129,4500,0,1160,1465
2,4,1,36,24,2,2,1,75,148,0,0,900,1100
1,1,1,60,21,1,1,1,46,110,0,0,1450,1517
2,1,2,24,49,2,2,2,35,90,7000,0,265,300
1,0,1,18,34,2,2,2,98,81,0,0,300,450
1,4,5,54,38,5,1,1,35,53,0,0,850,1129
1,8,3,36,31,2,1,1,60,110,2000,360,400,450
1,1,1,36,37,5,1,2,55,200,15000,0,1100,1650
1,2,6,36,26,2,1,1,35,148,4000,0,700,1300
1,28,5,24,44,2,1,3,90,180,0,0,450,1472
1,25,2,48,49,2,1,1,60,150,6000,0,650,1265
2,0,2,12,61,2,1,4,60,40,4000,0,170,1394
1,8,1,60,54,2,1,3,173,230,5000,0,1100,1500
1,3,2,48,28,2,1,2,75,61,4000,50,1250,1484
1,15,2,60,50,3,1,1,45,156,9800,0,700,1136
1,21,1,48,36,2,1,1,86,113,0,0,950,1057
1,25,2,60,51,2,1,1,60,222,7000,0,1300,1400
2,2,2,60,31,1,1,1,35,55,7500,0,800,1351
1,1,5,48,24,1,1,1,35,75,0,0,1050,1429
2,5,2,60,35,2,1,1,75,60,3000,400,1150,1406
1,10,5,12,37,2,1,1,90,250,3000,0,240,1488
2,8,5,60,28,1,2,1,35,76,0,0,1300,1550
1,10,2,60,30,2,2,1,60,242,7500,0,1550,1904
2,0,6,60,23,1,1,1,35,0,0,0,700,969
1,2,2,36,27,2,1,1,45,156,6000,0,700,1045
1,3,6,12,30,1,1,3,35,150,0,0,920,1396
1,8,2,60,25,2,1,1,45,139,4000,1300,1450,1556
1,2,5,24,23,1,1,3,35,63,20000,0,600,2143
2,5,1,36,40,2,2,3,35,0,0,0,1800,2800
1,14,1,36,49,2,1,1,70,103,0,0,500,1017
1,3,2,30,37,2,1,1,75,80,4000,0,650,1270
1,16,2,60,30,2,1,1,35,110,5000,200,1000,1000
1,0,2,48,43,2,1,2,75,71,14000,0,1100,1660
1,25,2,60,63,2,2,3,60,60,47500,3360,1000,1162
1,7,3,48,27,2,1,1,60,71,800,0,800,1505
2,10,1,60,43,2,1,3,90,0,0,0,1350,1668
1,7,1,36,49,2,1,1,57,115,0,0,675,675
1,0,5,60,24,1,1,2,35,103,8000,0,1070,1405
1,4,1,60,27,1,1,1,43,76,0,0,650,1070
2,12,6,60,36,2,2,1,60,99,0,0,750,790
1,8,3,12,31,1,2,3,35,0,5000,0,1700,2963
2,14,2,60,53,2,1,3,45,65,3500,0,1800,1979
1,23,2,60,50,2,2,3,90,69,99999999,0,1450,1510
2,2,2,60,42,3,1,4,45,35,6000,0,650,865
1,0,1,12,22,1,1,3,38,34,0,0,700,1665
2,3,2,24,60,2,1,3,90,50,16000,0,2750,2971
1,3,2,48,39,2,1,1,60,110,3000,0,1270,1613
2,10,5,60,30,4,2,1,35,66,0,0,280,855
1,4,2,60,24,2,1,3,60,250,9000,3400,1250,1300
1,0,2,36,41,2,1,1,75,89,5500,0,1000,1670
1,4,5,36,28,2,1,1,35,173,0,0,1000,1300
1,1,5,36,25,1,1,1,35,62,0,0,750,1366
1,4,2,24,55,2,1,3,90,200,4500,0,800,1230
2,13,1,60,50,1,1,1,42,66,0,0,800,865
1,2,5,60,34,1,1,1,35,140,0,0,1200,1274
1,6,5,60,30,2,1,1,60,72,0,0,200,1083
1,22,1,60,38,2,1,1,70,100,0,0,500,982
1,3,3,48,38,2,1,3,90,187,2500,750,1550,1600
2,2,1,60,32,2,2,3,60,99999999,0,0,1100,1480
1,10,5,36,52,2,1,1,60,150,0,0,550,612
1,0,5,42,21,1,1,1,35,75,0,0,900,1141
1,3,2,36,41,2,2,1,45,270,25000,0,900,910
2,1,5,48,22,1,1,3,35,70,3000,2000,1300,1491
2,0,1,48,32,1,1,1,41,60,0,0,800,1566
1,15,2,36,38,2,2,3,45,110,7000,0,450,550
1,5,1,36,39,2,2,1,100,250,0,0,1400,3959
1,8,3,60,47,2,1,3,75,178,2500,0,1600,1661
1,10,2,60,40,2,1,3,90,301,2000,0,1100,1835
1,5,2,24,42,2,1,1,45,113,7100,0,1800,3669
1,3,5,12,37,2,1,3,60,150,500,0,500,1701
1,0,2,60,56,2,1,1,45,150,10000,0,1000,1798
1,0,2,60,31,2,1,1,60,105,3500,0,1100,1170
1,15,2,60,39,2,1,3,60,555,40000,0,1500,4000
1,12,2,60,40,2,1,1,75,114,6000,192,1330,1935
1,1,1,36,27,1,1,1,62,270,0,0,600,825
2,0,1,36,41,2,1,3,35,0,0,0,800,1250
1,1,5,36,19,1,1,1,35,73,3000,0,1000,1200
1,1,5,24,26,1,1,1,45,153,18500,0,500,1505
1,12,3,12,41,2,1,3,75,111,20000,0,1200,2130
1,5,2,60,32,2,1,3,60,140,4000,1000,1350,1650
1,0,5,48,27,1,1,2,35,140,0,0,700,750
1,1,1,6,38,2,1,2,72,118,0,0,125,375
2,1,1,60,24,2,1,1,52,70,0,0,1200,1360
2,0,3,60,39,2,1,2,35,85,1500,0,1270,1405
1,23,6,60,43,2,1,1,60,155,0,0,1650,2270
1,6,2,48,35,2,1,3,45,200,7000,0,1540,1603
1,14,2,60,28,2,2,1,35,198,7000,900,1000,1850
1,15,5,48,40,1,1,1,35,150,0,0,1000,1399
2,13,6,48,37,2,1,1,60,98,0,0,950,1365
1,3,5,60,31,1,1,2,35,0,2000,0,1200,1661
1,7,5,30,33,2,1,1,75,154,4000,125,850,2243
2,1,4,60,28,2,2,3,45,0,4000,0,1500,1661
2,0,2,60,32,2,1,4,45,77,4000,0,1750,2200
1,6,5,48,37,2,1,1,45,179,0,0,1000,1530
2,1,3,48,36,1,2,1,35,173,7700,0,1000,2008
1,13,5,48,51,2,1,1,45,92,3000,500,1220,1433
1,8,1,24,32,2,2,1,75,154,0,0,750,1258
1,8,2,60,31,2,1,1,35,98,5000,1000,1400,1720
1,3,3,36,20,2,1,1,45,50,1500,100,1000,1387
1,1,3,60,32,2,1,1,60,140,4000,1300,1200,1410
1,14,2,36,39,2,1,1,60,167,5000,0,1350,1355
1,8,3,60,30,2,1,1,35,55,8000,5500,2000,2552
1,22,2,36,50,2,1,3,135,99999999,24000,0,500,800
2,2,6,60,45,2,2,2,60,90,0,0,1000,1457
2,2,1,48,36,5,1,1,45,99,0,0,750,1350
1,16,2,60,31,2,1,1,75,123,4000,0,700,1698
1,11,2,60,26,2,1,1,45,90,3000,0,900,931
1,1,1,36,36,4,1,1,65,200,0,0,900,1200
1,40,2,24,62,2,1,3,60,130,15000,0,250,758
1,10,2,60,35,4,1,1,35,300,5000,2500,1350,1369
2,8,1,48,30,1,1,1,46,114,0,0,1650,1659
1,7,2,48,42,2,1,1,60,132,8000,720,1000,1350
1,6,6,60,25,2,1,1,60,98,0,0,600,1131
2,16,1,24,40,2,1,3,65,50,10000,5000,1400,1636
1,5,1,36,27,2,1,1,57,120,0,0,560,1163
2,4,1,48,26,1,1,3,50,150,0,0,1100,1335
1,18,2,36,34,2,1,1,60,130,6000,0,650,1601
2,0,1,48,52,1,2,1,49,135,0,0,1000,1200
1,10,2,60,39,2,1,3,45,95,3000,0,1000,1058
1,11,5,60,41,4,2,1,35,100,0,0,1250,1549
1,15,2,36,47,2,1,1,75,289,3500,0,1500,2154
1,0,2,48,47,1,1,1,60,99999999,20000,0,1600,1856
2,2,5,36,19,1,1,2,35,45,0,0,600,790
1,20,1,60,54,2,1,1,43,75,0,0,800,1263
2,0,2,36,36,2,1,4,45,105,5000,3000,1000,1620
1,1,2,60,22,2,2,1,45,230,2000,288,800,1588
